"","logFC","logCPM","LR","PValue","FDR"
"Gm7609",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Platr1",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm18698",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm14314",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm13631",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm13647",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm13346",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm13914",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"9430093N23Rik",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Or1j9-ps1",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm13521",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm57426",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm37169",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm14142",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm14406",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm11008",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm13267",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm13966",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm14610",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm23258",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Rpl17-ps8",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm9159",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm14890",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Rps2-ps13",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm43524",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"4632432E15Rik",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"0610031O16Rik",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm43730",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm36211",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm43669",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Mir7012",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm29950",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
"Gm12850",0.895907368558191,-3.82108668571119,1.21991973223627,0.269376405171179,0.694912227504737
