"","logFC","logCPM","LR","PValue","FDR"
"Gm13425",3.7936550499488,-1.34206725267544,6.27668174668066,0.0122336961894794,0.181225096162111
"Chrng",3.78215469333223,-2.78623529831309,8.45851660529244,0.00363338063511385,0.112078215564438
"Gm43230",3.77789694680559,-3.52601213722363,12.3235400671567,0.000447281624743431,0.0502186383319804
"Gm24379",-3.73152368150845,-3.50755321944705,13.9467987098832,0.000188057631133053,0.0380124142169331
"Igf2bp1",-3.72040381922291,-3.47540210659913,12.7051601550026,0.00036464795576588,0.0472135137727
"Gm37070",3.69203204350804,-3.43538816845932,9.86257645423188,0.00168674723938096,0.0860000752451734
"7330423F06Rik",3.67727904550241,-3.46509681467133,12.620331940681,0.000381573567661039,0.0479843999894765
"Kcna7",-3.66825001390444,-1.04226644158391,13.4398932523373,0.000246329637617374,0.0428089199883341
"Gm24608",-3.66338508245808,-3.47458061241016,12.5254050394969,0.000401455862168352,0.0483232544061422
"Gm29101",3.64842113334464,-3.56261359594675,12.1755156893465,0.000484209110351333,0.0520736469741498
"Gm18800",-3.64671816792927,-3.50566532230606,10.8914240530986,0.000966105231318849,0.0683936474998943
"Emx2os",-3.63059340939372,-3.50601960832078,10.1053450268739,0.00147839911984367,0.0817925438511605
"Igkv6-13",3.61791020334357,-3.59966700592302,12.9286063460527,0.000323598615348633,0.0461491489084693
"H2bc1",3.61466771319286,-2.55156219001947,1.77206275693168,0.183127002522902,0.544786605815958
"Gm8417",3.61366125250987,-3.20283873430385,3.33536549924974,0.0678053404053046,0.372073888706705
"Krt24",3.58074197598377,-3.49872700182672,12.102508982438,0.000503540215702683,0.0532936639852413
"Myh4",-3.5803022637524,7.56992053930215,11.3414172608689,0.000757974563150953,0.0610756227399584
"Tpsab1",3.57412401161082,-3.21873479364314,6.17224114998762,0.012977011212884,0.184886077408881
"C030018K13Rik",-3.5656955950711,-3.38227928959271,10.6568684496125,0.00109662905797917,0.0727899095297102
"Gm44439",3.56121853526289,-2.33650750337652,22.4302474261767,2.1791501531766e-06,0.00632276365571111
"Gm5860",-3.5540997563282,-2.22319724312225,22.3697419543264,2.24889335077756e-06,0.00632276365571111
"Hal",3.5446435124354,-0.242313965752997,13.2808188041826,0.000268135363817105,0.0442139169016392
"Gm49889",3.53774319646095,-3.56004634656888,9.96224953537283,0.00159782702417337,0.0837858613879159
"Gm49249",3.52117821456371,-2.81437536073663,16.6016008169584,4.61120837955411e-05,0.0273412381159873
"Iqca1l",3.49264793588903,-3.49912959131294,7.63056491619255,0.00573873251321567,0.134573288434836
"Sardhos",3.48340561332604,-3.49967058752015,6.21620466907234,0.0126586186350517,0.183742068293226
"Guca2b",3.46630629877736,-3.41712324870248,4.92145089503452,0.0265252322737994,0.251277898322267
"Snord8",3.45929788723617,-3.42742871240209,4.85703038764613,0.0275336888321547,0.257057287979706
"Crygd",3.45115427465728,-3.46948811706632,12.321284137423,0.000447822516057141,0.0502186383319804
"Fam124b",-3.44196801589666,-3.3233637780809,10.7566464789641,0.0010390548739522,0.071251287271137
"Gm56998",3.43717011163244,-3.52962944001595,7.9227403895355,0.0048817274636159,0.124529925272447
"Rhox5",3.41334763036546,-3.06126051138612,6.66998508637258,0.00980500089237467,0.162225573822934
"2210009P08Rik",3.41000359555159,-3.56589293501858,9.99880119834283,0.00156642161937714,0.0835446088893
"Gm44062",-3.40881004455751,-3.50871878824444,8.11821080677695,0.00438227875370118,0.119806956129271
"9430024E24Rik",-3.38729914319252,-3.47546611765083,10.7280689888373,0.00105522507721034,0.0717953537766624
"Gm48671",3.38446942785733,-3.44274840381277,9.87918442579637,0.00167159015046403,0.0858751207680627
"Gm50022",3.37355443631753,-3.52915782070353,7.28904368550728,0.00693763960641796,0.141929538746475
"Gm13365",3.37330346564317,-3.31335644686028,2.9569762505004,0.0855077101524552,0.400246043442834
"Gm4785",3.37223406085417,-3.50633809042322,7.49459909831737,0.00618843063255397,0.137104461613376
"Wfdc5",3.36784639647405,-3.41462064926839,5.21865269311806,0.0223458574780098,0.23430202530884
"Gm6983",3.35693158840364,-3.5677360705782,10.8561738499342,0.000984669267131471,0.0694580054185696
"Gm25099",3.34932957347547,-3.41621567448874,5.2788885280921,0.0215855231411003,0.230624275135579
"Gm47468",-3.34031151176453,-3.57262079899701,9.158251311644,0.00247599061685942,0.0979032398123662
"Igkv3-4",3.33003376043434,-3.53124723319996,3.91429602285848,0.0478770631961839,0.320240825103237
"Gm48449",-3.32525963150661,-3.57290787103935,8.49407217998052,0.00356305427844431,0.110953622985638
"Fer1l5",-3.32085511571036,-3.54161953720843,7.95381594901056,0.00479860922325802,0.123611294264829
"Gm57471",3.3009696958379,-3.51447004331968,7.23574506010206,0.00714661462878663,0.143361906175269
"Gm43142",-3.29984612261819,-3.57526578806094,8.52120599088709,0.00351031790897533,0.110183112611785
